Zone,Weight,FedEx First Overnight,FedEx Priority Overnight,FedEx Standard Overnight,FedEx 2Day A.M.,FedEx 2Day,FedEx Express Saver
2,1,68.04,37.04,33.87,25.37,22.59,21.03
2,2,68.53,37.53,36.13,25.82,23.51,21.42
2,3,71.94,40.94,39.26,26.25,23.89,22.75
2,4,75.66,44.66,42.35,27.03,24.62,23.15
2,5,76.04,45.04,43.1,27.82,25.37,23.55
2,6,82.63,51.63,45.49,29.03,26.46,25.45
2,7,83.29,52.29,46.96,30.27,27.57,25.86
2,8,83.52,52.52,49.43,31.49,28.68,26.83
2,9,83.76,52.76,51.12,33.15,30.15,27.06
2,10,84.23,53.23,51.38,34.73,30.4,27.33
2,11,93.53,62.53,55.08,36.28,33.06,32.41
2,12,95,64,56.92,39.39,34.81,33.21
2,13,95.24,64.24,57.55,40.9,37.27,36.21
2,14,96.55,65.55,59.78,42.93,39.13,36.6
2,15,96.79,65.79,62.08,45.93,40.61,36.84
2,16,101.06,70.06,63.39,48.11,41.57,39.06
2,17,105.08,74.08,64.76,48.45,42.84,39.3
2,18,105.68,74.68,68.6,51.7,44.27,42.87
2,19,106.16,75.16,70.44,52.03,46.03,43.97
2,20,106.55,75.55,71.75,52.29,47.62,44.21
2,21,109.85,78.85,73.68,57.43,49.83,45.48
2,22,113.47,82.47,76.27,58.11,51.37,48.75
2,23,113.92,82.92,77.57,60.94,52.63,50.62
2,24,116.12,85.12,79.5,63.29,53.83,50.85
2,25,116.56,85.56,80.58,63.53,55.58,51.1
2,26,121.8,90.8,80.81,65.47,57.25,55.86
2,27,122.34,91.34,84.48,66.54,59.08,57.67
2,28,124.25,93.25,84.85,68.17,60.97,59.41
2,29,124.72,93.72,86.49,71.64,62.55,59.65
2,30,125.15,94.15,90.43,73.79,62.8,59.88
2,31,128.73,97.73,92.11,74.31,63.05,61.81
2,32,131.52,100.52,94.02,74.54,63.32,62.07
2,33,133.92,102.92,96.1,77.53,68.55,65.58
2,34,136.13,105.13,97.76,79.95,70.7,66.88
2,35,138.38,107.38,100.55,81.57,72.13,68.18
2,36,142.83,111.83,101.18,84.29,73.26,70.12
2,37,143.29,112.29,101.42,84.57,74.61,70.49
2,38,143.55,112.55,103.2,87.77,75.86,71.04
2,39,144,113,105.83,90.18,78.27,71.27
2,40,144.28,113.28,110.62,90.84,78.52,71.69
2,41,149.28,118.28,112.52,94.83,82.33,79.96
2,42,151.01,120.01,114.61,98.63,83.67,81.43
2,43,154.23,123.23,116.52,99.03,85.43,83.01
2,44,157.01,126.01,118.53,100.08,86.87,83.62
2,45,163,132,120.45,100.36,87.25,83.86
2,46,166.61,135.61,122.27,100.62,89.95,84.09
2,47,168.57,137.57,124.89,105.04,90.23,84.33
2,48,168.81,137.81,126.72,107.13,92.11,84.57
2,49,169.04,138.04,128.65,107.37,92.36,84.8
2,50,169.83,138.83,131.18,108.49,92.61,85.19
2,51,185.48,154.48,133.04,114.67,93.47,91.63
2,52,187.83,156.83,135.71,122.52,100.07,93.74
2,53,189.54,158.54,138.18,123.31,102.07,97.34
2,54,190.02,159.02,139.99,123.84,103.51,97.88
2,55,190.61,159.61,142.71,124.37,105.42,98.36
2,56,202.18,171.18,145.32,124.95,106.26,98.83
2,57,203.65,172.65,148.46,128.16,106.75,99.3
2,58,204.15,173.15,149.53,128.72,107.26,99.78
2,59,204.63,173.63,150,131.69,107.75,100.25
2,60,205.13,174.13,150.86,132.54,108.25,102.06
2,61,214.21,183.21,151.33,133.01,108.74,104.68
2,62,216.31,185.31,151.82,133.49,109.24,106.39
2,63,216.84,185.84,161.51,137.01,109.73,107.57
2,64,226.15,195.15,167.13,141.73,116.61,110.18
2,65,227.09,196.09,172.2,142.21,120.99,110.66
2,66,227.6,196.6,175.34,142.68,121.48,111.13
2,67,229.48,198.48,177.88,143.18,121.99,111.6
2,68,233.96,202.96,178.8,143.7,122.48,112.07
2,69,234.43,203.43,179.27,144.25,122.98,112.55
2,70,234.93,203.93,188.1,144.72,123.47,115.32
2,71,240.75,209.75,191.69,148,130.97,115.84
2,72,242.1,211.1,192.16,152.83,131.73,118.57
2,73,242.59,211.59,192.99,153.32,132.18,119.04
2,74,243.09,212.09,193.75,153.93,132.63,119.51
2,75,244.09,213.09,204.76,154.87,133.53,120.56
2,76,255.07,224.07,205.87,165.95,136.08,122.06
2,77,256.19,225.19,209.23,167.06,137.07,123.01
2,78,257.17,226.17,210.29,168.1,138.06,123.95
2,79,258.15,227.15,211.22,169.16,139.07,124.9
2,80,259.15,228.15,212.23,170.1,140.06,125.85
2,81,266.99,235.99,213.16,171.05,144.91,126.79
2,82,267.98,236.98,227.34,172.31,146.32,131.31
2,83,268.98,237.98,228.77,176.45,148.29,132.25
2,84,269.96,238.96,229.7,178.67,149.28,133.2
2,85,270.96,239.96,230.63,179.62,156.17,134.14
2,86,284.18,253.18,235.64,180.55,157.18,135.09
2,87,285.51,254.51,236.8,181.5,158.17,136.03
2,88,286.51,255.51,237.76,182.86,159.16,136.97
2,89,287.5,256.5,245.6,183.81,160.15,137.92
2,90,288.48,257.48,249.01,184.96,161.15,138.86
2,91,289.8,258.8,250.01,186,162.14,144.09
2,92,290.6,259.6,253.6,187.05,163.13,145.03
2,93,291.4,260.4,254.4,188.11,164.13,146.23
2,94,292.2,261.2,255.2,190.31,165.13,147.29
2,95,293,262,256,191.25,166.11,148.55
2,96,293.8,262.8,256.8,192.2,168.56,151.88
2,97,294.6,263.6,257.6,193.15,169.42,152.83
2,98,295.4,264.4,258.4,194.09,170.28,159.07
2,99,296.2,265.2,259.2,198.82,171.14,161.59
2,100,297,266,260,213,172,163
2,101,299.97,268.66,262.6,215.13,173.72,164.63
2,102,302.94,271.32,265.2,217.26,175.44,166.26
2,103,305.91,273.98,267.8,219.39,177.16,167.89
2,104,308.88,276.64,270.4,221.52,178.88,169.52
2,105,311.85,279.3,273,223.65,180.6,171.15
2,106,314.82,281.96,275.6,225.78,182.32,172.78
2,107,317.79,284.62,278.2,227.91,184.04,174.41
2,108,320.76,287.28,280.8,230.04,185.76,176.04
2,109,323.73,289.94,283.4,232.17,187.48,177.67
2,110,326.7,292.6,286,234.3,189.2,179.3
2,111,329.67,295.26,288.6,236.43,190.92,180.93
2,112,332.64,297.92,291.2,238.56,192.64,182.56
2,113,335.61,300.58,293.8,240.69,194.36,184.19
2,114,338.58,303.24,296.4,242.82,196.08,185.82
2,115,341.55,305.9,299,244.95,197.8,187.45
2,116,344.52,308.56,301.6,247.08,199.52,189.08
2,117,347.49,311.22,304.2,249.21,201.24,190.71
2,118,350.46,313.88,306.8,251.34,202.96,192.34
2,119,353.43,316.54,309.4,253.47,204.68,193.97
2,120,356.4,319.2,312,255.6,206.4,195.6
2,121,359.37,321.86,314.6,257.73,208.12,197.23
2,122,362.34,324.52,317.2,259.86,209.84,198.86
2,123,365.31,327.18,319.8,261.99,211.56,200.49
2,124,368.28,329.84,322.4,264.12,213.28,202.12
2,125,371.25,332.5,325,266.25,215,203.75
2,126,374.22,335.16,327.6,268.38,216.72,205.38
2,127,377.19,337.82,330.2,270.51,218.44,207.01
2,128,380.16,340.48,332.8,272.64,220.16,208.64
2,129,383.13,343.14,335.4,274.77,221.88,210.27
2,130,386.1,345.8,338,276.9,223.6,211.9
2,131,389.07,348.46,340.6,279.03,225.32,213.53
2,132,392.04,351.12,343.2,281.16,227.04,215.16
2,133,395.01,353.78,345.8,283.29,228.76,216.79
2,134,397.98,356.44,348.4,285.42,230.48,218.42
2,135,400.95,359.1,351,287.55,232.2,220.05
2,136,403.92,361.76,353.6,289.68,233.92,221.68
2,137,406.89,364.42,356.2,291.81,235.64,223.31
2,138,409.86,367.08,358.8,293.94,237.36,224.94
2,139,412.83,369.74,361.4,296.07,239.08,226.57
2,140,415.8,372.4,364,298.2,240.8,228.2
2,141,418.77,375.06,366.6,300.33,242.52,229.83
2,142,421.74,377.72,369.2,302.46,244.24,231.46
2,143,424.71,380.38,371.8,304.59,245.96,233.09
2,144,427.68,383.04,374.4,306.72,247.68,234.72
2,145,430.65,385.7,377,308.85,249.4,236.35
2,146,433.62,388.36,379.6,310.98,251.12,237.98
2,147,436.59,391.02,382.2,313.11,252.84,239.61
2,148,439.56,393.68,384.8,315.24,254.56,241.24
2,149,442.53,396.34,387.4,317.37,256.28,242.87
2,150,445.5,399,390,319.5,258,244.5
3,1,85.84,54.84,46.16,27.01,23.55,21.46
3,2,86.16,55.16,49.4,27.55,24.71,21.86
3,3,92.18,61.18,52.25,28.45,25.5,24.26
3,4,93.49,62.49,55.4,29.43,26.39,25.06
3,5,93.84,62.84,55.87,30.42,27.25,25.45
3,6,100.38,69.38,63.64,31.55,28.31,27.74
3,7,104,73,66.41,35.66,31.02,30.41
3,8,104.37,73.37,68.32,38.59,33.85,32.18
3,9,104.87,73.87,71.27,41.56,35.34,32.42
3,10,105.84,74.84,73.36,42.98,37.68,32.65
3,11,119.11,88.11,77.33,44.22,39.68,35.14
3,12,122.03,91.03,81.27,49.38,42.01,41.18
3,13,122.93,91.93,85.34,50.77,44.19,43.32
3,14,124.03,93.03,88.67,53.01,46.49,43.96
3,15,124.6,93.6,91.75,55.96,47.62,46.68
3,16,135.8,104.8,92.6,57.85,49.2,48.16
3,17,136.93,105.93,95.66,59.55,50.67,49.67
3,18,137.5,106.5,96.74,62.88,52.34,51.24
3,19,137.74,106.74,100.85,63.22,53.78,52.71
3,20,138.2,107.2,103.83,65.92,56.09,53.38
3,21,143.1,112.1,105.84,68.46,58.28,55.13
3,22,149.31,118.31,108.08,69.59,61.09,58.55
3,23,149.94,118.94,110.14,76.18,62.43,59.88
3,24,150.44,119.44,111.99,76.86,64.91,63.63
3,25,150.93,119.93,114.31,78.46,66.76,64.03
3,26,160.45,129.45,117.54,80.6,68.6,67.25
3,27,161.41,130.41,120.79,84.05,70.6,69.21
3,28,161.86,130.86,123.92,84.4,72.92,69.5
3,29,162.53,131.53,126.25,84.65,74.28,71.19
3,30,162.77,131.77,127.63,89.63,76.3,73.13
3,31,166.48,135.48,129.1,91.84,78.86,77.31
3,32,169.73,138.73,131.32,97.89,80.61,77.81
3,33,177.54,146.54,133.95,98.67,82.71,79.44
3,34,178.33,147.33,136.94,98.95,84.23,79.67
3,35,178.77,147.77,139.66,99.2,86.79,83.2
3,36,181.67,150.67,142.65,104.1,88.7,85.05
3,37,191.77,160.77,144.57,104.6,89.98,85.66
3,38,192.79,161.79,147.48,107.33,91.34,86.06
3,39,193.21,162.21,147.83,107.68,93.76,86.44
3,40,193.65,162.65,154.59,110.5,96.24,86.83
3,41,201.38,170.38,156.57,115.81,98.57,94.53
3,42,202.16,171.16,158.9,120.73,100.96,96.84
3,43,204.9,173.9,162.29,121.24,103.06,99.63
3,44,214.01,183.01,165.22,121.51,104.33,99.92
3,45,221.12,190.12,168.76,124.34,106.89,100.15
3,46,221.85,190.85,171.62,132.03,108.08,100.39
3,47,224.63,193.63,175.15,132.8,108.32,100.63
3,48,225.03,194.03,178.62,133.04,112.69,100.86
3,49,225.26,194.26,182.17,136.04,113.13,101.1
3,50,226.36,195.36,184.84,145.32,113.38,101.55
3,51,248.11,217.11,188.58,147.32,113.87,110.53
3,52,259.48,228.48,191.41,152.67,119.99,112.07
3,53,260.62,229.62,195.41,153.21,122.42,119.31
3,54,261.11,230.11,199.29,156.65,123.9,120.05
3,55,265.09,234.09,203.44,157.12,124.39,120.51
3,56,278.21,247.21,206.94,157.6,124.89,120.99
3,57,280.69,249.69,211.31,158.09,130.26,121.46
3,58,281.74,250.74,216.17,158.57,130.81,121.93
3,59,282.23,251.23,221.71,159.33,131.59,122.47
3,60,282.73,251.73,226.65,168.25,132.08,126.44
3,61,291.6,260.6,230.89,169.15,132.59,129.98
3,62,299.66,268.66,234.2,169.72,133.08,130.47
3,63,300.51,269.51,238.83,175.74,133.57,130.95
3,64,309.04,278.04,239.83,177.73,136.19,133.51
3,65,310.91,279.91,247.24,178.26,139.8,137.05
3,66,311.68,280.68,248,182.18,140.29,137.53
3,67,326.96,295.96,257.8,183.68,143.1,140.28
3,68,328.69,297.69,262.58,185.06,144.25,141.41
3,69,329.17,298.17,266.88,185.62,147.45,144.3
3,70,329.67,298.67,272.43,195.34,160.71,148.35
3,71,330.15,299.15,276.76,196.32,162.88,148.87
3,72,338.95,307.95,281.06,196.8,163.37,149.39
3,73,345.37,314.37,287.37,197.29,163.88,149.9
3,74,346.02,315.02,288.03,197.77,164.37,150.42
3,75,347.03,316.03,295.15,199.01,165.37,151.47
3,76,355.8,324.8,296.17,199.98,166.35,152.49
3,77,366.67,335.67,297.17,200.95,167.35,153.55
3,78,367.77,336.77,310.76,201.99,168.34,154.76
3,79,368.74,337.74,312.13,203.05,169.33,155.71
3,80,369.74,338.74,321.55,204.1,170.33,156.65
3,81,370.73,339.73,326.99,205.15,171.23,159.26
3,82,371.72,340.72,332.27,222.05,172.12,165.93
3,83,372.72,341.72,335.01,224.86,174.82,166.97
3,84,373.69,342.69,335.97,225.83,175.82,172.37
3,85,374.69,343.69,336.94,226.8,179.82,176.29
3,86,390.97,359.97,347.02,227.75,185.37,177.83
3,87,392.6,361.6,348.05,228.81,186.35,182.69
3,88,393.4,362.4,353.47,229.97,187.36,183.68
3,89,394.2,363.2,355.2,230.93,188.35,184.65
3,90,395,364,356,236.39,189.33,185.61
3,91,395.8,364.8,356.8,237.36,190.33,186.59
3,92,396.6,365.6,357.6,238.32,191.32,187.56
3,93,397.4,366.4,358.4,239.29,192.31,188.53
3,94,398.2,367.2,359.2,240.26,193.31,189.51
3,95,399,368,360,241.75,194.3,190.49
3,96,399.8,368.8,360.8,242.72,195.2,191.37
3,97,400.6,369.6,361.6,243.91,196.29,192.43
3,98,401.4,370.4,362.4,244.87,197.29,193.42
3,99,402.2,371.2,363.2,245.84,198.28,194.39
3,100,403,372,364,261,215,210
3,101,407.03,375.72,367.64,263.61,217.15,212.1
3,102,411.06,379.44,371.28,266.22,219.3,214.2
3,103,415.09,383.16,374.92,268.83,221.45,216.3
3,104,419.12,386.88,378.56,271.44,223.6,218.4
3,105,423.15,390.6,382.2,274.05,225.75,220.5
3,106,427.18,394.32,385.84,276.66,227.9,222.6
3,107,431.21,398.04,389.48,279.27,230.05,224.7
3,108,435.24,401.76,393.12,281.88,232.2,226.8
3,109,439.27,405.48,396.76,284.49,234.35,228.9
3,110,443.3,409.2,400.4,287.1,236.5,231
3,111,447.33,412.92,404.04,289.71,238.65,233.1
3,112,451.36,416.64,407.68,292.32,240.8,235.2
3,113,455.39,420.36,411.32,294.93,242.95,237.3
3,114,459.42,424.08,414.96,297.54,245.1,239.4
3,115,463.45,427.8,418.6,300.15,247.25,241.5
3,116,467.48,431.52,422.24,302.76,249.4,243.6
3,117,471.51,435.24,425.88,305.37,251.55,245.7
3,118,475.54,438.96,429.52,307.98,253.7,247.8
3,119,479.57,442.68,433.16,310.59,255.85,249.9
3,120,483.6,446.4,436.8,313.2,258,252
3,121,487.63,450.12,440.44,315.81,260.15,254.1
3,122,491.66,453.84,444.08,318.42,262.3,256.2
3,123,495.69,457.56,447.72,321.03,264.45,258.3
3,124,499.72,461.28,451.36,323.64,266.6,260.4
3,125,503.75,465,455,326.25,268.75,262.5
3,126,507.78,468.72,458.64,328.86,270.9,264.6
3,127,511.81,472.44,462.28,331.47,273.05,266.7
3,128,515.84,476.16,465.92,334.08,275.2,268.8
3,129,519.87,479.88,469.56,336.69,277.35,270.9
3,130,523.9,483.6,473.2,339.3,279.5,273
3,131,527.93,487.32,476.84,341.91,281.65,275.1
3,132,531.96,491.04,480.48,344.52,283.8,277.2
3,133,535.99,494.76,484.12,347.13,285.95,279.3
3,134,540.02,498.48,487.76,349.74,288.1,281.4
3,135,544.05,502.2,491.4,352.35,290.25,283.5
3,136,548.08,505.92,495.04,354.96,292.4,285.6
3,137,552.11,509.64,498.68,357.57,294.55,287.7
3,138,556.14,513.36,502.32,360.18,296.7,289.8
3,139,560.17,517.08,505.96,362.79,298.85,291.9
3,140,564.2,520.8,509.6,365.4,301,294
3,141,568.23,524.52,513.24,368.01,303.15,296.1
3,142,572.26,528.24,516.88,370.62,305.3,298.2
3,143,576.29,531.96,520.52,373.23,307.45,300.3
3,144,580.32,535.68,524.16,375.84,309.6,302.4
3,145,584.35,539.4,527.8,378.45,311.75,304.5
3,146,588.38,543.12,531.44,381.06,313.9,306.6
3,147,592.41,546.84,535.08,383.67,316.05,308.7
3,148,596.44,550.56,538.72,386.28,318.2,310.8
3,149,600.47,554.28,542.36,388.89,320.35,312.9
3,150,604.5,558,546,391.5,322.5,315
4,1,102.63,71.63,62.1,29.33,24.55,21.9
4,2,109.22,78.22,71.41,29.59,25.5,22.31
4,3,117.63,86.63,79.2,31.33,27,24.75
4,4,127.89,96.89,85.8,33.93,29.24,26.91
4,5,129.94,98.94,91.27,37.7,31.78,28.39
4,6,142.25,111.25,101.55,41.09,34.63,32.43
4,7,147.23,116.23,108.67,44.58,37.57,35.05
4,8,152.28,121.28,114.75,47.68,40.19,36.24
4,9,156.6,125.6,122.32,51.53,43.43,38.68
4,10,158.01,127.01,124.51,55.51,46.77,39.69
4,11,185.94,154.94,137.13,56.27,48.92,43.77
4,12,189.42,158.42,144.68,61.24,51.61,47.75
4,13,192.98,161.98,151.57,62.17,53.59,48.76
4,14,200.07,169.07,159.29,67.73,57.09,52.9
4,15,203.02,172.02,163.41,71.02,59.87,55.27
4,16,215.12,184.12,172.72,74.12,62.48,57.19
4,17,225.39,194.39,177.63,77.32,65.18,59.56
4,18,226.58,195.58,182.97,80.11,67.55,61.85
4,19,226.8,195.8,187.33,82.51,69.56,64
4,20,227.71,196.71,192.4,85.67,72.24,65.24
4,21,245.6,214.6,203.9,88.89,74.95,67.39
4,22,251.13,220.13,209.16,94.85,77.02,70.33
4,23,257.24,226.24,214.96,98.27,79.79,75.01
4,24,260.48,229.48,217.45,100.48,82.34,76.9
4,25,268.15,237.15,219.86,101.4,83.9,79.45
4,26,281.89,250.89,233.61,107.16,87.02,82.05
4,27,288.1,257.1,239.8,110.84,89.23,85.15
4,28,295.01,264.01,246.72,111.21,91.28,87.29
4,29,301.02,270.02,252.73,113.6,93.99,89.8
4,30,301.63,270.63,253.34,115.34,97.24,90.06
4,31,313.13,282.13,264.25,118.45,99.86,92.68
4,32,319.11,288.11,270,121.82,102.71,95.32
4,33,323.82,292.82,275.53,129.52,105.56,99.21
4,34,330.04,299.04,281.77,130.33,107.79,99.6
4,35,330.68,299.68,282.4,130.57,110.11,102.49
4,36,342.53,311.53,294.25,133.29,112.39,106.33
4,37,349.79,318.79,301.51,133.6,115.11,106.72
4,38,354.78,323.78,306.5,138.61,118.02,109.78
4,39,360.39,329.39,312.11,139.12,120.01,111.8
4,40,360.97,329.97,312.69,145.71,122.87,112.03
4,41,372.43,341.43,324.15,147.4,124.3,116.05
4,42,376.8,345.8,328.53,152.2,126.83,118.68
4,43,385.66,354.66,337.37,155.59,128.76,120.9
4,44,391.56,360.56,343.29,162.16,131.68,123.59
4,45,395.5,364.5,347.22,167.66,133.6,123.99
4,46,401.36,370.36,353.06,171,136.28,131.39
4,47,401.95,370.95,353.65,171.35,138.55,132.14
4,48,402.18,371.18,353.91,176.98,141.02,132.38
4,49,402.39,371.39,354.13,177.57,141.3,132.61
4,50,403.75,372.75,355.13,181.49,145.72,133.04
4,51,430.76,399.76,374.26,184.44,148.95,141.48
4,52,459.36,428.36,401.57,188.62,153.74,142.33
4,53,462.22,431.22,407.73,198.27,155.9,144.42
4,54,462.68,431.68,414.42,199.24,158.34,144.94
4,55,465.81,434.81,417.53,199.73,159.72,149.51
4,56,466.27,435.27,417.99,200.21,160.21,150.03
4,57,467.09,436.09,418.82,200.69,165.13,153.78
4,58,467.61,436.61,419.35,201.18,165.63,154.32
